,loss,mse,val_loss,val_mse
0,1.0560216903686523,0.21230238676071167,0.8711847066879272,0.1706811785697937
1,0.7884554862976074,0.1494053453207016,0.5649359822273254,0.09775011241436005
2,0.5822473168373108,0.10308660566806793,0.403015673160553,0.06160217896103859
3,0.5311036705970764,0.089533731341362,0.3862583637237549,0.05670558288693428
4,0.4957537055015564,0.08259791135787964,0.37272846698760986,0.05533687397837639
5,0.47895148396492004,0.07817169278860092,0.3484843373298645,0.04917079210281372
6,0.4550305902957916,0.07501174509525299,0.3489011228084564,0.050164174288511276
7,0.4351481795310974,0.07273083925247192,0.338128924369812,0.048371944576501846
8,0.4309884309768677,0.07089220732450485,0.3307521939277649,0.047073844820261
9,0.4266541004180908,0.06853856891393661,0.3337377905845642,0.04789601266384125
10,0.41509610414505005,0.06832705438137054,0.3369213342666626,0.04979879781603813
11,0.4202423393726349,0.06905002892017365,0.31708723306655884,0.046764928847551346
12,0.4036082923412323,0.06607164442539215,0.30311140418052673,0.04502127692103386
13,0.3803509771823883,0.06118789687752724,0.32509514689445496,0.046887002885341644
14,0.4118950664997101,0.06564923375844955,0.3054969906806946,0.044314056634902954
15,0.37273526191711426,0.061355527490377426,0.3013229966163635,0.0445394366979599
16,0.36248400807380676,0.05896362289786339,0.2969077229499817,0.0438208170235157
17,0.36104482412338257,0.057980820536613464,0.2932700514793396,0.04464879631996155
18,0.34867218136787415,0.05750966817140579,0.27893757820129395,0.04235653951764107
19,0.37233373522758484,0.0606655515730381,0.3086724281311035,0.04795188456773758
20,0.3551861345767975,0.057753317058086395,0.2808425724506378,0.04262769967317581
